num_rooms,num_bathrooms,house_size_sqft,lot_size_sqft,age_of_house,location_score,crime_rate,school_rating,price
4,5,4698,5095,61,9,0.206,3,1473992.49
7,2,1624,4327,47,10,0.041,9,1377530.47
3,3,1721,5343,3,4,0.672,4,854363.29
5,1,3360,2611,36,5,0.345,7,1116634.49
4,4,2773,9832,7,7,0.018,4,1278500.99
5,5,3490,8763,0,1,0.251,6,1191554.87
4,5,3010,6049,69,3,0.309,7,1084570.44
2,3,736,5415,46,3,0.617,2,477860.63
3,3,1644,9716,74,2,0.173,10,944151.52
4,2,3753,7566,4,8,0.413,6,1438815.67
6,2,4282,9979,49,5,0.482,8,1492488.78
7,5,1266,1602,23,1,0.459,6,859005.57
1,3,3181,3382,46,2,0.974,2,636817.23
6,1,3165,7245,17,1,0.046,4,973025.76
6,4,2259,4637,27,6,0.951,1,1045685.67
7,3,3991,9518,76,9,0.582,7,1633776.67
1,3,3315,2465,4,7,0.796,8,1142646.11
6,2,4013,9451,29,5,0.43,10,1549346.24
4,4,995,7775,0,3,0.454,2,770080.74
4,5,3680,3352,45,8,0.879,10,1444667.17
4,3,4430,8275,68,10,0.896,5,1496833.42
1,5,2572,3608,30,4,0.239,8,945141.29
6,3,837,6433,69,9,0.199,8,1191898.02
1,5,4449,6896,55,5,0.496,5,1174359.0
4,4,3608,9623,27,6,0.9,8,1393411.57
7,2,2317,3256,15,5,0.322,6,1170739.79
6,4,636,9973,53,10,0.652,5,1203461.51
6,1,3055,6223,52,7,0.708,4,1200115.42
5,2,4915,5117,11,7,0.779,5,1459913.71
5,4,1415,2356,19,1,0.564,4,688843.43
2,1,4038,3005,33,2,0.402,1,716571.83
3,3,2600,4755,52,7,0.967,3,919144.35
5,3,3407,9913,63,8,0.611,8,1446146.5
1,5,3414,7605,22,4,0.729,7,1123273.53
5,2,2482,1204,26,6,0.345,7,1084548.29
2,3,4370,2420,16,10,0.67,3,1318559.62
6,2,4067,3752,47,3,0.258,9,1247282.58
2,3,1498,8880,20,7,0.245,6,1049252.12
6,5,2647,3918,49,3,0.715,8,1112400.03
7,4,895,8180,39,7,0.521,8,1227138.5
7,5,4098,7430,2,8,0.683,3,1591067.46
6,1,1438,1365,16,3,0.269,4,749110.67
3,3,2136,5599,60,2,0.599,6,737493.56
5,1,3224,8470,49,6,0.444,2,1096933.71
1,1,3010,3668,5,4,0.597,7,889338.71
1,2,2149,9849,27,8,0.291,2,995177.17
4,3,4190,9576,71,2,0.715,5,1110806.11
6,1,3935,5127,54,4,0.806,4,1127838.86
1,4,3701,7213,57,2,0.26,9,1044287.15
3,1,4679,8414,44,2,0.301,2,995362.26
6,4,4866,2045,71,2,0.661,7,1190691.1
3,2,2791,9043,18,1,0.696,7,926977.44
1,1,4983,1337,28,4,0.704,7,1049435.88
1,5,713,1340,22,2,0.683,1,404358.76
4,2,3737,1614,31,9,0.393,8,1378295.77
1,4,4362,2215,9,9,0.395,2,1239297.67
6,2,558,2452,48,7,0.255,5,870610.04
7,1,3430,4862,64,6,0.157,2,1138461.65
6,3,3471,3156,28,3,0.693,5,1101577.01
6,3,2027,4610,58,7,0.093,7,1217009.05
4,4,622,9855,44,1,0.938,6,705935.43
4,4,4219,985,66,9,0.827,5,1303981.08
1,3,1936,2351,50,4,0.858,4,635182.81
2,4,1662,7813,10,6,0.907,8,1032832.58
2,2,3800,1561,5,6,0.409,8,1191418.09
4,5,3845,6963,66,3,0.847,1,971727.28
1,5,2986,8435,61,4,0.158,10,1089248.21
2,2,1061,4081,4,10,0.022,2,922041.34
1,5,4481,2336,8,3,0.785,3,1007159.17
1,1,2237,7001,27,6,0.075,1,785939.06
1,2,1404,3964,76,1,0.989,3,349331.81
5,4,4054,3570,37,8,0.675,10,1539457.72
6,2,4990,8199,42,8,0.753,8,1659082.45
1,3,2226,4645,20,9,0.246,4,996821.81
5,4,3423,4235,61,6,0.674,7,1205072.27
4,3,4031,5510,45,1,0.043,7,1078195.45
2,4,4406,1361,69,3,0.838,5,956790.98
6,5,1434,5517,37,1,0.17,1,755302.67
7,2,574,8423,48,5,0.697,10,1102961.99
2,1,794,7987,74,3,0.224,4,564494.35
6,4,520,2980,38,2,0.068,7,798175.34
7,4,3742,2760,70,3,0.481,5,1142736.9
2,3,1538,4679,29,9,0.169,2,909819.5
6,5,1609,5953,20,8,0.729,8,1376134.25
2,3,4271,7835,0,3,0.238,2,1067850.96
2,3,871,4070,31,2,0.342,8,633447.97
7,5,1674,5487,7,5,0.567,2,1058346.65
2,1,1664,1382,68,1,0.285,5,466131.27
2,3,1592,1088,29,4,0.378,4,639651.17
7,3,1783,6464,7,8,0.816,1,1199016.68
4,4,2511,8779,18,1,0.179,8,995820.74
1,5,1345,4659,58,5,0.082,10,941931.9
3,2,2491,3860,54,4,0.328,3,788457.9
5,1,1020,1983,29,6,0.424,4,799731.89
3,1,4966,5135,78,7,0.543,4,1200960.83
3,5,4696,2246,35,9,0.372,5,1475154.6
6,4,742,7479,54,1,0.79,3,692261.18
1,4,3300,7013,43,10,0.039,9,1391745.93
6,5,3396,2703,26,4,0.432,4,1136601.8
1,4,3102,8694,76,6,0.382,10,1186565.94
7,1,2773,3177,77,10,0.648,4,1248378.58
7,1,2041,1647,53,7,0.966,6,1029662.64
1,2,3265,8170,47,7,0.51,8,1158092.13
2,5,2614,7141,29,8,0.987,7,1212171.31
4,3,4991,2039,38,10,0.302,4,1477785.8
2,3,3583,6400,12,8,0.031,4,1262928.47
4,2,2357,5591,15,8,0.166,5,1203712.2
6,2,1269,3165,43,8,0.395,10,1209507.78
4,4,1922,5855,70,8,0.316,5,1082511.19
6,2,906,6422,26,6,0.097,1,890688.3
7,2,3472,1172,44,9,0.433,8,1453692.14
3,3,2372,8583,34,3,0.338,10,1051757.42
7,4,3194,2749,78,6,0.123,5,1243074.66
7,2,2769,1044,27,5,0.296,3,1084993.45
3,2,1681,8595,6,8,0.886,3,1020968.53
4,4,1939,6572,61,4,0.302,4,865636.35
4,5,3553,924,50,4,0.714,7,1094745.37
6,4,3833,2719,45,10,0.612,5,1461965.76
2,3,3397,1330,19,10,0.427,1,1121662.11
6,5,3403,8649,37,5,0.239,5,1374387.3
2,1,728,7729,60,6,0.369,5,710071.8
7,4,4459,5149,31,4,0.592,6,1405336.71
3,3,2393,5556,25,2,0.351,7,888985.31
7,5,1813,2601,57,2,0.215,5,923495.49
1,4,1570,5956,38,3,0.116,2,609275.3
4,2,1474,8656,19,2,0.88,2,669744.94
2,4,2238,6261,49,1,0.44,4,711053.98
6,1,3785,6102,78,8,0.625,1,1180281.98
3,4,1257,8232,51,5,0.49,7,947820.86
2,5,3595,6989,21,10,0.873,1,1281735.64
6,5,820,1942,52,1,0.547,3,628330.41
4,4,2821,7876,65,9,0.481,10,1421013.64
7,5,1055,8414,42,8,0.925,7,1262113.2
4,2,1886,5640,22,4,0.72,6,898346.15
5,4,3547,2429,76,8,0.112,7,1342534.23
1,2,2927,5862,63,10,0.178,5,1110521.0
5,2,2504,1562,8,7,0.787,8,1173271.57
3,3,2430,7705,6,7,0.836,6,1207445.95
2,4,2663,5689,40,1,0.545,4,699181.52
3,5,4367,5639,53,6,0.554,1,1144519.32
7,2,2926,4757,64,4,0.632,2,1026592.08
6,3,4293,1357,1,10,0.439,6,1587958.03
4,4,3013,5421,3,10,0.68,4,1357360.3
5,4,4303,1639,77,10,0.108,3,1411615.38
5,1,2827,8994,31,2,0.961,7,1015674.61
7,1,1117,9148,1,10,0.75,7,1361033.83
5,2,2665,7798,63,7,0.631,2,1073557.38
7,1,3808,1310,13,9,0.316,8,1504697.82
3,2,1492,1937,19,5,0.161,1,650880.18
4,5,1877,6406,48,8,0.409,10,1308638.06
2,2,4881,5466,7,5,0.662,7,1251220.06
6,1,3674,9706,62,7,0.634,10,1490513.87
2,5,1805,6234,45,7,0.383,1,891718.13
3,1,3578,7246,20,9,0.613,3,1250691.21
6,2,3186,3454,31,3,0.814,3,986758.5
5,3,3483,1790,7,1,0.026,10,1123845.27
1,4,3023,8620,15,2,0.451,2,830098.29
3,1,4082,2960,39,6,0.759,10,1242440.47
3,2,1985,6540,26,10,0.546,5,1169256.37
4,5,2600,5257,17,10,0.651,4,1319500.81
2,1,4215,2863,34,9,0.517,6,1225648.64
3,1,2501,2777,51,3,0.992,2,629600.04
3,4,1887,9367,14,10,0.055,4,1245892.75
5,2,3683,9733,62,2,0.491,7,1133713.21
5,3,1530,3467,52,1,0.091,1,539317.38
6,5,2265,5719,65,2,0.16,3,893951.95
7,2,1720,9409,30,3,0.383,1,902887.32
7,5,4306,8442,60,7,0.156,2,1519694.48
1,1,2914,9598,63,2,0.964,9,862702.16
7,4,4845,9559,33,5,0.947,10,1684651.31
4,4,2118,1343,54,2,0.336,5,767807.4
1,3,1763,1683,58,7,0.64,4,753972.46
6,4,1371,5598,2,10,0.534,4,1283566.7
5,1,1334,8840,16,8,0.816,8,1164392.44
7,3,3322,6518,77,8,0.627,3,1307991.75
2,2,1418,2868,77,8,0.0,4,790062.15
5,4,2224,8278,45,10,0.763,2,1232140.91
4,3,2913,8920,37,9,0.747,6,1362450.94
5,1,1813,8620,34,1,0.51,9,919056.24
4,5,4998,2586,0,1,0.903,4,1135230.85
4,5,2605,6515,28,10,0.908,6,1391078.46
4,1,3068,9069,3,2,0.524,4,983436.86
6,1,1638,2108,60,6,0.608,2,804733.44
4,5,709,9639,16,1,0.997,6,788045.7
4,3,1564,9544,27,5,0.299,7,1065155.19
2,5,2720,9273,49,5,0.325,4,1030420.02
1,1,733,5661,7,4,0.183,7,698294.99
3,4,1292,3576,33,5,0.896,8,851384.63
1,2,3610,2396,58,1,0.744,3,624455.2
4,4,2666,1279,17,6,0.106,2,982289.18
2,4,834,4112,58,7,0.982,5,751219.24
5,1,1859,6956,26,8,0.731,2,1031881.55
2,5,1714,8719,15,2,0.851,10,935217.81
4,3,4919,7544,9,7,0.048,5,1498939.54
2,4,783,4698,75,6,0.505,10,853187.21
7,5,712,2872,21,9,0.699,6,1202002.03
2,3,2158,6424,15,8,0.543,8,1151707.25
4,4,4578,1738,11,4,0.667,6,1266292.37
6,3,1917,8976,74,9,0.818,4,1253600.33
7,5,2886,1561,50,1,0.374,3,883400.13
2,2,2294,8054,0,6,0.849,2,924796.45
3,5,604,2469,26,8,0.163,1,821883.27
3,1,4393,7928,66,4,0.271,2,1024029.7
2,3,4345,4662,11,2,0.043,2,932827.73
6,2,4190,3485,29,2,0.364,5,1115918.09
5,3,3792,7434,8,10,0.38,9,1667754.51
4,3,878,2731,52,1,0.805,1,403324.72
3,4,3793,8108,60,5,0.653,4,1110470.7
5,1,3829,4739,53,6,0.437,10,1330614.22
2,3,3938,1926,36,4,0.652,7,994423.97
5,5,724,6821,64,4,0.053,10,1020647.31
7,5,1237,7237,41,5,0.18,3,1037708.37
1,4,735,7839,48,5,0.627,8,805766.33
3,1,4778,6173,3,9,0.641,3,1366681.61
2,1,1211,2003,63,8,0.774,8,827991.61
4,5,2388,4935,78,9,0.403,2,1129741.61
6,2,1759,9511,50,3,0.723,5,981938.94
7,4,1248,8704,71,3,0.684,4,872579.91
2,4,4486,3083,59,1,0.963,9,986646.12
4,5,4051,5358,78,10,0.215,3,1399468.28
6,5,1009,6147,30,6,0.552,5,1080626.56
6,2,2323,8667,71,4,0.602,10,1142492.91
2,2,3441,6744,57,8,0.999,9,1222708.15
7,1,4732,9474,3,2,0.201,6,1405377.14
5,4,2634,3277,21,2,0.523,2,855667.76
5,4,2277,3893,2,7,0.346,1,1088352.37
6,5,1722,9334,78,5,0.526,1,988893.51
5,1,4167,8007,46,1,0.232,7,1126351.89
1,4,2277,7027,37,7,0.048,2,939753.11
6,1,1804,4335,32,7,0.573,7,1117644.8
6,1,1201,7804,77,10,0.336,1,1041195.26
4,5,3489,3713,47,6,0.182,4,1138553.55
5,1,651,3140,64,4,0.324,10,839606.67
7,2,1825,6089,25,8,0.049,4,1186740.36
6,2,1801,1397,7,2,0.95,5,774476.76
7,3,4222,9636,49,2,0.581,10,1432274.78
1,5,2211,7945,79,2,0.815,1,608422.26
4,3,1306,3702,37,3,0.423,7,744204.66
2,2,4830,7445,9,6,0.903,2,1189287.51
7,3,3222,9755,41,1,0.483,2,1061937.9
6,5,1825,8494,36,2,0.574,8,1116070.36
1,5,4633,5630,25,10,0.492,9,1562513.41
3,1,1659,8346,11,2,0.733,6,766833.29
1,4,3369,8168,48,1,0.567,1,704967.04
1,1,1742,2960,13,3,0.272,1,487286.51
4,5,847,6678,45,10,0.146,7,1199763.47
2,2,2331,8463,34,7,0.606,8,1099894.96
3,2,2069,4549,28,1,0.489,3,631497.54
5,1,4435,3722,11,7,0.096,9,1487972.31
5,5,2418,7286,43,5,0.396,4,1131411.73
7,2,3732,8912,65,9,0.515,4,1487110.29
1,5,4258,9571,1,2,0.827,3,1063616.77
4,2,2855,4604,58,1,0.076,8,911444.28
4,5,1897,5678,16,9,0.348,9,1334965.67
5,3,3280,3168,9,8,0.823,1,1155223.81
7,5,2324,8893,17,10,0.648,2,1454212.48
7,5,2991,4732,21,6,0.29,1,1237106.45
7,1,4560,6408,57,5,0.845,4,1284208.19
3,3,904,7435,52,8,0.493,10,1112770.47
2,4,2221,7195,0,8,0.498,7,1255118.97
3,1,3325,6901,60,5,0.977,7,1041893.24
6,4,4345,6331,30,7,0.947,6,1507356.82
6,2,4710,5770,30,1,0.359,5,1194639.13
2,4,3692,7144,65,4,0.141,4,984053.2
5,5,564,9208,18,2,0.326,8,949109.38
2,4,1799,1175,52,10,0.03,7,1109460.72
4,1,1915,8687,75,3,0.021,10,957126.92
6,1,4093,2409,73,1,0.396,1,795508.79
1,4,1468,3739,21,2,0.941,6,618673.89
1,1,868,4862,22,1,0.871,2,313636.29
5,1,732,2413,14,8,0.511,4,871376.95
4,4,2742,7378,25,4,0.565,5,1122773.23
3,3,3583,8651,2,3,0.006,8,1220106.07
4,3,1420,4479,19,1,0.216,6,717606.81
1,2,1188,8340,39,2,0.025,2,517737.57
1,1,4772,7874,38,3,0.755,5,1033527.21
6,4,1969,4796,71,3,0.146,5,938748.28
4,1,4759,5586,17,6,0.869,6,1333561.88
4,5,4122,6495,40,10,0.643,1,1394959.79
1,1,2600,7798,69,8,0.229,8,1102763.77
3,1,2765,3166,26,6,0.158,3,929454.22
5,3,4289,7564,14,2,0.628,5,1224514.03
7,4,1323,9776,36,2,0.901,7,1042533.21
5,1,3931,2414,57,7,0.718,3,1135097.68
4,3,4651,5355,4,1,0.349,10,1264308.95
5,2,4713,3216,72,1,0.587,6,1022701.79
1,3,1297,8088,6,7,0.311,5,959779.61
1,3,1279,7662,40,9,0.999,7,1027964.84
4,3,3350,4453,9,5,0.749,10,1257168.69
4,1,3392,7439,61,1,0.614,3,808614.72
7,1,2393,1296,25,5,0.423,2,935811.12
7,2,3806,1304,67,1,0.618,4,917459.37
6,5,3402,8499,23,10,0.342,3,1572316.79
4,5,4218,6533,77,9,0.029,4,1462689.26
3,5,521,8855,40,4,0.395,7,878903.25
5,2,2000,4016,64,9,0.93,5,1081429.75
4,5,1342,6488,16,2,0.626,4,815797.22
2,5,2260,5164,23,7,0.084,6,1108580.48
6,3,4141,6842,26,2,0.885,7,1258752.29
2,1,691,2277,6,4,0.269,5,613939.31
1,1,895,5760,72,6,0.244,7,650856.81
7,3,4826,3197,11,2,0.297,3,1257655.05
5,3,1373,9101,2,2,0.577,7,934148.9
4,3,3121,9641,78,2,0.545,3,927656.55
2,1,4835,6994,9,3,0.491,6,1129289.49
5,5,589,8370,32,5,0.718,8,1019826.57
1,3,2779,8530,45,9,0.317,6,1204635.38
7,2,956,2299,58,6,0.782,10,1051883.4
3,3,2780,8035,51,9,0.175,3,1169066.26
6,4,4949,1395,5,10,0.783,5,1620070.0
5,3,1504,1778,1,5,0.664,9,1037590.37
5,1,844,1530,28,6,0.683,8,851648.26
3,3,3211,856,39,10,0.482,6,1218610.54
5,4,2962,3043,60,8,0.667,9,1335262.42
1,2,1616,6679,67,3,0.08,2,523682.57
1,5,1125,2501,67,2,0.852,9,620450.79
3,3,4879,8029,28,3,0.056,10,1421062.87
6,4,2479,2086,61,9,0.149,10,1407278.89
4,4,4494,9103,59,6,0.577,6,1406593.02
2,2,2178,1747,40,10,0.739,9,1169711.93
4,1,722,4921,64,4,0.076,4,611507.98
5,3,1243,7353,63,10,0.921,5,1169494.7
2,4,962,1557,78,3,0.974,2,432297.15
3,2,2068,6451,62,2,0.606,3,670966.35
3,5,3847,8073,47,4,0.481,1,1084384.96
6,4,2236,4335,19,9,0.741,4,1285081.5
2,2,4539,3093,36,4,0.328,2,944481.41
1,1,4451,1904,63,5,0.493,2,864941.47
2,1,1164,9653,4,8,0.916,1,863596.84
5,4,1856,1708,33,2,0.956,10,951686.28
1,4,1514,7339,38,3,0.927,2,606000.04
7,3,2632,5417,66,6,0.262,4,1157756.11
7,2,3168,7869,61,7,0.232,6,1378267.25
7,4,1554,3111,23,4,0.298,7,1098144.6
3,3,2264,1589,2,1,0.441,7,798897.04
2,3,4958,971,70,7,0.314,7,1235086.48
7,4,3369,8789,66,9,0.374,4,1508667.46
4,1,1912,2685,78,1,0.621,5,538914.43
6,2,1167,9467,49,1,0.763,3,737429.0
4,2,3870,1849,28,1,0.736,1,746913.82
7,1,1894,4929,73,10,0.814,8,1311365.11
6,4,598,1961,31,7,0.032,10,1109893.91
5,2,4570,1615,38,9,0.048,7,1511928.32
4,4,921,4566,8,3,0.789,9,896826.7
2,4,4150,9745,13,8,0.533,10,1551122.85
2,3,4657,5461,67,9,0.578,4,1312487.13
4,1,1632,9453,63,3,0.053,5,805942.77
7,4,2202,4039,19,3,0.255,5,1088761.1
2,5,4120,9072,27,1,0.638,7,1107957.77
5,1,3690,3604,13,2,0.859,9,1068009.06
1,2,1097,8831,43,7,0.917,8,878261.68
7,3,891,1669,76,3,0.5,7,792691.71
5,2,1575,6326,38,7,0.545,1,948633.78
6,2,3150,8541,27,5,0.833,10,1394692.87
5,1,2884,5494,63,10,0.538,6,1327037.23
7,2,1309,9798,31,8,0.517,10,1423762.7
6,4,3809,2734,8,5,0.905,9,1383814.98
7,2,4238,5972,27,3,0.79,7,1314230.26
2,3,1659,1503,16,9,0.909,1,821464.4
1,3,2031,3323,76,7,0.218,9,931849.79
7,5,3182,3439,54,5,0.524,3,1146590.11
7,3,753,6959,9,7,0.842,9,1233645.05
2,2,4048,4709,79,10,0.111,4,1210178.69
3,3,3685,1964,5,9,0.795,9,1393546.56
2,1,1731,1419,47,5,0.183,8,818765.42
6,3,2923,8782,74,7,0.808,7,1314813.1
2,4,4075,3866,66,9,0.612,4,1230615.48
2,1,4761,5672,40,1,0.193,9,1083242.97
1,5,2073,9438,78,4,0.473,4,822475.83
2,4,3408,3137,59,1,0.682,1,654949.68
7,2,2125,9200,76,8,0.634,6,1276051.95
1,2,4498,6394,41,3,0.427,4,960152.44
4,2,4383,3260,70,2,0.899,10,1082009.79
3,4,4015,7620,27,4,0.519,3,1144670.9
1,4,3903,6346,12,3,0.506,5,987150.17
6,4,2458,4242,14,5,0.062,3,1135121.77
4,1,4509,3511,35,8,0.922,9,1384626.03
1,1,3235,2091,14,10,0.177,6,1179422.15
1,2,4991,6174,74,8,0.528,3,1177923.65
3,3,3674,3455,55,7,0.804,5,1102642.63
7,2,901,7313,3,8,0.215,8,1300715.97
6,5,1474,8194,51,5,0.527,8,1196485.35
5,1,723,1504,9,10,0.241,6,1042528.43
5,4,735,1625,44,10,0.76,5,1051112.21
1,1,3998,9996,28,6,0.564,5,1093778.31
2,4,4711,1176,52,8,0.856,1,1091628.07
6,5,3734,1772,28,1,0.895,2,982618.18
4,5,725,5013,22,6,0.649,4,887336.61
2,1,2777,1243,56,6,0.725,6,810605.73
2,4,4777,8319,49,5,0.549,7,1304692.68
6,5,1841,1554,20,4,0.384,1,864331.99
7,2,4536,5535,42,1,0.648,8,1256300.77
1,2,709,6196,9,10,0.908,1,782684.98
1,4,4227,4265,75,8,0.417,9,1302768.63
1,1,4428,3511,29,6,0.314,4,1040990.68
1,5,3303,3207,50,3,0.388,7,953294.79
5,1,1609,9614,32,3,0.435,6,934100.97
1,2,2526,6388,17,6,0.074,9,1090833.43
5,5,893,6904,77,7,0.498,2,938143.14
5,1,1343,6547,21,8,0.494,7,1118124.62
7,3,2024,2523,63,5,0.588,5,984202.45
1,4,1103,8024,20,10,0.363,7,1148829.41
3,4,1081,2719,0,6,0.613,1,756166.83
4,3,2439,1718,14,1,0.878,10,904927.02
2,2,632,5015,35,6,0.955,9,793223.4
5,5,3338,1381,46,9,0.584,1,1197642.89
6,4,3885,4681,53,10,0.043,5,1565104.45
6,3,4270,4709,31,4,0.969,8,1361323.12
4,3,2768,2799,57,10,0.706,1,1103016.47
6,2,1475,1200,45,1,0.336,7,752559.23
3,2,2313,4448,53,9,0.147,2,1011050.59
6,1,3763,6245,32,4,0.143,7,1263940.45
2,4,2043,3428,38,2,0.168,7,774812.41
2,1,3335,2456,22,1,0.046,9,888226.48
5,3,3238,1420,42,3,0.902,6,971385.58
1,5,1857,1046,54,7,0.541,4,813109.58
7,5,4634,6012,1,10,0.7,7,1833739.74
3,2,1816,4139,65,2,0.828,7,668614.02
5,5,661,7558,37,9,0.792,4,1100656.91
3,5,2409,7886,28,2,0.883,2,804571.23
1,5,1627,3810,66,5,0.967,9,860047.04
6,3,4370,5519,70,8,0.439,8,1510869.31
6,5,2158,3168,35,10,0.95,5,1324304.59
7,5,3625,2639,28,8,0.723,5,1462280.16
1,5,2463,3703,36,3,0.071,1,655854.01
5,1,2789,7005,44,2,0.682,9,1015859.52
7,3,1466,5195,15,9,0.687,10,1418083.99
1,2,1389,6567,30,3,0.906,8,716294.56
4,1,3561,4491,33,8,0.373,5,1224903.86
2,4,4129,8270,49,2,0.585,10,1191667.76
7,3,3689,4641,64,3,0.012,6,1206713.67
7,3,3248,5148,61,1,0.332,10,1174893.06
5,4,2166,7421,42,6,0.062,10,1317273.08
3,4,3566,2192,55,7,0.522,8,1241699.99
4,4,1941,6860,14,4,0.817,6,994755.64
5,2,1567,5055,47,1,0.206,10,858603.56
1,5,4723,5100,48,3,0.527,4,1027032.07
1,3,3423,4138,43,9,0.204,3,1092176.05
1,5,4753,6287,9,5,0.121,7,1365074.69
1,5,4356,4314,19,6,0.511,2,1126404.51
3,4,1326,1559,69,4,0.079,7,740228.21
4,2,4485,9421,7,1,0.587,1,1014761.06
6,1,2592,7593,44,5,0.031,10,1282805.34
2,2,3679,3259,33,5,0.107,5,993679.84
3,5,4401,6073,50,5,0.55,9,1352573.2
3,2,2862,2518,3,6,0.591,1,926649.19
6,4,2724,6223,38,2,0.029,8,1140622.49
6,1,2226,2108,23,1,0.573,9,915223.34
2,4,2506,1850,54,2,0.839,9,829876.46
2,1,766,6279,25,10,0.722,8,999230.76
6,5,1337,3049,24,6,0.131,4,1031070.75
1,1,1186,3609,35,5,0.592,7,666877.36
3,1,3861,3721,70,5,0.672,1,837367.45
5,1,856,5476,73,6,0.037,7,893310.68
2,2,4315,4841,57,10,0.855,6,1322256.96
2,2,1371,3217,11,7,0.906,5,834271.6
6,5,2473,1332,0,9,0.85,1,1238838.87
4,1,2310,9890,49,7,0.825,8,1196599.7
5,3,4918,8967,24,2,0.745,10,1446034.8
5,5,3141,2269,79,6,0.633,1,962829.03
2,1,2728,8092,4,9,0.679,1,1068117.52
1,1,3891,9761,67,7,0.806,3,1075792.55
4,2,4678,9825,5,2,0.662,8,1257049.55
5,5,2850,7942,25,3,0.328,8,1250727.65
2,1,4857,6800,54,8,0.376,7,1355852.83
5,1,3239,7881,38,9,0.897,5,1307454.1
7,5,3230,5449,8,4,0.017,8,1439752.57
4,3,1818,7731,44,9,0.699,2,1106024.12
4,5,2035,4224,13,2,0.955,8,966934.61
7,5,2943,1891,54,5,0.706,2,1077256.16
3,3,2272,8649,8,2,0.994,10,1005050.6
7,5,3709,5454,14,1,0.688,5,1201652.55
6,1,1377,1060,36,5,0.034,4,848203.39
6,5,3370,6736,49,2,0.827,1,996528.94
2,3,3700,5170,71,7,0.285,5,1110842.34
4,4,4644,5101,20,8,0.446,7,1593440.0
3,5,4247,8007,56,2,0.312,1,1021753.04
3,2,3336,6619,18,7,0.269,2,1135252.57
5,1,792,9858,57,4,0.431,9,905944.28
5,1,2151,892,5,1,0.379,5,715366.23
7,2,4906,5961,3,3,0.633,7,1443283.63
3,2,1036,8432,42,1,0.813,2,489287.25
7,5,3186,7008,41,5,0.297,7,1438137.95
7,2,733,9356,2,8,0.214,7,1309586.25
5,4,3152,5716,0,1,0.667,7,1078539.09
4,3,2874,4518,54,9,0.67,5,1246418.37
7,2,2772,6925,14,3,0.901,9,1235004.96
1,2,1466,2724,46,5,0.016,2,632387.79
4,4,1389,3895,45,9,0.853,4,1027323.72
3,1,4363,7483,57,5,0.521,2,1063193.86
3,1,3900,5981,70,9,0.621,8,1349568.07
7,5,534,3338,38,10,0.091,1,1124842.67
4,4,4023,3076,2,8,0.433,9,1519844.64
5,3,2263,8994,29,7,0.227,5,1233767.19
5,3,3791,1710,34,1,0.254,3,915702.65
6,4,2988,1106,56,4,0.504,4,995156.32
3,3,3200,7375,28,9,0.812,1,1171942.67
2,1,2058,5031,49,10,0.744,3,934693.85
6,3,2776,6828,61,8,0.591,8,1343012.37
5,3,4506,7458,51,4,0.539,2,1187438.54
4,4,4939,7136,13,1,0.427,2,1149795.56
5,4,1603,1672,34,10,0.973,9,1284666.09
4,3,1919,1941,27,4,0.56,5,838961.75
6,2,1978,1465,57,3,0.254,5,863399.79
3,4,4414,9200,29,6,0.23,1,1247298.77
5,5,4242,1751,6,5,0.611,6,1296153.35
7,5,3456,5522,38,5,0.523,8,1388367.97
4,1,1882,4808,68,2,0.008,6,705976.18
3,3,3074,7455,34,3,0.83,7,1041812.49
2,2,3884,6990,51,6,0.704,4,1061483.95
4,1,2069,1571,13,2,0.662,2,626319.17
6,3,2394,4830,62,4,0.069,1,940355.67
2,4,2743,8659,35,2,0.362,6,909738.06
2,5,2366,1321,23,9,0.935,9,1208659.99
1,2,528,4155,39,3,0.863,10,615589.26
5,5,1205,2200,28,10,0.286,5,1165085.24
4,4,1520,4523,52,10,0.157,2,1094094.22
2,3,2563,7379,21,6,0.449,1,915435.86
1,4,1946,4047,71,1,0.356,3,492484.94
6,4,4164,2658,14,10,0.682,4,1579972.26
3,5,3487,5581,68,3,0.966,7,1050215.33
7,2,4102,4864,63,8,0.363,9,1575375.81
7,4,4185,3198,3,5,0.062,8,1545657.86
4,5,3868,942,74,8,0.898,9,1334090.52
2,2,4081,5862,17,2,0.038,7,1074556.42
7,3,3262,4269,41,7,0.953,10,1447632.12
5,3,4537,4495,29,9,0.665,8,1576697.53
7,1,1072,1517,14,7,0.942,8,1055440.0
7,5,4588,1442,69,3,0.2,1,1133458.7
7,2,1114,3348,54,7,0.041,9,1164033.13
1,4,4550,9361,52,8,0.488,2,1266164.21
2,3,825,4450,15,1,0.451,7,583125.51
5,2,4240,8349,72,3,0.331,10,1324720.1
2,5,858,9778,33,5,0.958,10,995616.35
4,1,4277,1749,26,6,0.823,5,1141508.59
4,3,2871,6244,12,3,0.662,4,979273.68
4,2,2221,1321,26,4,0.163,1,745059.21
6,2,1849,7432,72,5,0.734,1,873616.95
7,2,4196,6848,68,3,0.727,3,1144865.02
6,5,4396,1154,30,4,0.425,1,1181292.22
1,5,4760,2282,2,5,0.925,8,1253142.12
4,5,2096,7794,29,2,0.167,3,882450.31
5,4,2127,3015,20,10,0.267,10,1412829.57
2,2,3002,5516,5,9,0.063,2,1149573.57
7,3,4308,9419,31,10,0.795,6,1739337.8
3,5,692,6621,41,8,0.622,4,947077.45
